,Ámbito,Código área (ISO3),Área,Elemento,Producto,Año,Unidad,Valor,Nota
124,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)",2011,"dólares PPA, 2011",,Global | NaN = A figure was not provided
125,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)",2012,"dólares PPA, 2011",,Global | NaN = A figure was not provided
126,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)",2013,"dólares PPA, 2011",,Global | NaN = A figure was not provided
127,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)",2014,"dólares PPA, 2011",,Global | NaN = A figure was not provided
128,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)",2015,"dólares PPA, 2011",,Global | NaN = A figure was not provided
129,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)",2016,"dólares PPA, 2011",,Global | NaN = A figure was not provided
130,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2008,"dólares PPA, 2011",,Global | NaN = A figure was not provided
131,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2009,"dólares PPA, 2011",,Global | NaN = A figure was not provided
132,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2011,"dólares PPA, 2011",,Global | NaN = A figure was not provided
133,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2012,"dólares PPA, 2011",,Global | NaN = A figure was not provided
134,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2013,"dólares PPA, 2011",,Global | NaN = A figure was not provided
135,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2014,"dólares PPA, 2011",,Global | NaN = A figure was not provided
136,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2015,"dólares PPA, 2011",,Global | NaN = A figure was not provided
137,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2016,"dólares PPA, 2011",,Global | NaN = A figure was not provided
138,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2008,"dólares PPA, 2011",,Global | NaN = A figure was not provided
139,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2009,"dólares PPA, 2011",,Global | NaN = A figure was not provided
140,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2011,"dólares PPA, 2011",,Global | NaN = A figure was not provided
141,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2012,"dólares PPA, 2011",,Global | NaN = A figure was not provided
142,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2013,"dólares PPA, 2011",,Global | NaN = A figure was not provided
143,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2014,"dólares PPA, 2011",,Global | NaN = A figure was not provided
144,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2015,"dólares PPA, 2011",,Global | NaN = A figure was not provided
145,Indicadores ODS,ARG,Argentina,Valor,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2016,"dólares PPA, 2011",,Global | NaN = A figure was not provided
146,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2008,"dólares PPA, 2011",,Global | NaN = A figure was not provided
147,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2009,"dólares PPA, 2011",,Global | NaN = A figure was not provided
148,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2010,"dólares PPA, 2011",,Global | NaN = A figure was not provided
149,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2011,"dólares PPA, 2011",,Global | NaN = A figure was not provided
150,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2012,"dólares PPA, 2011",,Global | NaN = A figure was not provided
151,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2013,"dólares PPA, 2011",,Global | NaN = A figure was not provided
152,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2014,"dólares PPA, 2011",,Global | NaN = A figure was not provided
153,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2015,"dólares PPA, 2011",,Global | NaN = A figure was not provided
154,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2016,"dólares PPA, 2011",,Global | NaN = A figure was not provided
155,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2008,"dólares PPA, 2011",,Global | NaN = A figure was not provided
156,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2009,"dólares PPA, 2011",,Global | NaN = A figure was not provided
157,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2010,"dólares PPA, 2011",,Global | NaN = A figure was not provided
158,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2011,"dólares PPA, 2011",,Global | NaN = A figure was not provided
159,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2012,"dólares PPA, 2011",,Global | NaN = A figure was not provided
160,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2013,"dólares PPA, 2011",,Global | NaN = A figure was not provided
161,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2014,"dólares PPA, 2011",,Global | NaN = A figure was not provided
162,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2015,"dólares PPA, 2011",,Global | NaN = A figure was not provided
163,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2016,"dólares PPA, 2011",,Global | NaN = A figure was not provided
164,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2008,"dólares PPA, 2011",,Global | NaN = A figure was not provided
165,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2009,"dólares PPA, 2011",,Global | NaN = A figure was not provided
166,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2010,"dólares PPA, 2011",,Global | NaN = A figure was not provided
167,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2011,"dólares PPA, 2011",,Global | NaN = A figure was not provided
168,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2012,"dólares PPA, 2011",,Global | NaN = A figure was not provided
169,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2013,"dólares PPA, 2011",,Global | NaN = A figure was not provided
170,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2014,"dólares PPA, 2011",,Global | NaN = A figure was not provided
171,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2015,"dólares PPA, 2011",,Global | NaN = A figure was not provided
172,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2016,"dólares PPA, 2011",,Global | NaN = A figure was not provided
173,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2008,"dólares PPA, 2011",,Global | NaN = A figure was not provided
174,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2009,"dólares PPA, 2011",,Global | NaN = A figure was not provided
175,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2010,"dólares PPA, 2011",,Global | NaN = A figure was not provided
176,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2011,"dólares PPA, 2011",,Global | NaN = A figure was not provided
177,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2012,"dólares PPA, 2011",,Global | NaN = A figure was not provided
178,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2013,"dólares PPA, 2011",,Global | NaN = A figure was not provided
179,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2014,"dólares PPA, 2011",,Global | NaN = A figure was not provided
180,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2015,"dólares PPA, 2011",,Global | NaN = A figure was not provided
181,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2016,"dólares PPA, 2011",,Global | NaN = A figure was not provided
182,Indicadores ODS,ARG,Argentina,Valor,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2008,"dólares PPA, 2011",,Global | NaN = A figure was not provided
