,Domain,Area,Element Code,Item,Year,Unit,Value,Note
134,SDG Indicators,Argentina,6174,"2.3.1 Productivity of large-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2016,PPP (constant 2011 prices),,Global
135,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)",2005,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
136,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)",2008,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
137,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)",2009,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
138,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)",2011,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
139,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)",2012,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
140,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)",2013,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
141,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)",2014,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
142,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)",2015,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
143,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)",2016,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
144,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2005,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
145,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2008,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
146,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2009,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
147,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2011,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
148,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2012,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
149,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2013,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
150,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2014,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
151,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2015,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
152,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2016,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
153,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2005,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
154,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2008,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
155,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2009,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
156,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2011,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
157,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2012,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
158,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2013,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
159,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2014,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
160,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2015,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
161,SDG Indicators,Argentina,6174,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2016,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
162,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2004,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
163,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2005,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
164,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2006,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
165,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2007,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
166,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2008,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
167,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2009,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
168,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2010,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
169,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2011,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
170,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2012,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
171,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2013,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
172,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2014,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
173,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2015,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
174,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2016,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
175,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2004,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
176,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2005,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
177,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2006,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
178,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2007,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
179,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2008,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
180,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2009,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
181,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2010,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
182,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2011,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
183,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2012,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
184,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2013,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
185,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2014,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
186,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2015,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
187,SDG Indicators,Argentina,6174,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2016,PPP (constant 2011 prices),,Global | NaN = A figure was not provided
